qid,context_id,score,rank,method,latency_ms
qh0001,ch000001,0.9790834652210927,1,embedding_department_bonus,0.0
qh0001,ch000002,0.9630831671568276,2,embedding_department_bonus,0.0
qh0001,ch000003,0.9586124191806636,3,embedding_department_bonus,0.0
qh0001,ch000004,0.9583764398119224,4,embedding_department_bonus,0.0
qh0001,ch000005,0.9571632455489406,5,embedding_department_bonus,0.0
qh0001,ch000006,0.9559696747147922,6,embedding_department_bonus,0.0
qh0001,ch000007,0.9551224664974777,7,embedding_department_bonus,0.0
qh0001,ch000008,0.9532295039296729,8,embedding_department_bonus,0.0
qh0001,ch000010,0.9301577572776775,9,embedding_department_bonus,0.0
qh0001,ch000009,0.7043428593230323,10,embedding_department_bonus,0.0
qh0002,ch000011,0.9570174326875617,1,embedding_department_bonus,0.0
qh0002,ch000012,0.8911228288526434,2,embedding_department_bonus,0.0
qh0002,ch000013,0.8894716956017567,3,embedding_department_bonus,0.0
qh0002,ch000014,0.8874686896182147,4,embedding_department_bonus,0.0
qh0002,ch000016,0.8777927553791917,5,embedding_department_bonus,0.0
qh0002,ch000015,0.8308798296650233,6,embedding_department_bonus,0.0
qh0002,ch000017,0.8252835361926455,7,embedding_department_bonus,0.0
qh0002,ch000018,0.8221354812287001,8,embedding_department_bonus,0.0
qh0002,ch000019,0.8002330559734758,9,embedding_department_bonus,0.0
qh0002,ch000020,0.7987909057871225,10,embedding_department_bonus,0.0
qh0003,ch000021,0.9668619986257943,1,embedding_department_bonus,0.0
qh0003,ch000022,0.9467803159102501,2,embedding_department_bonus,0.0
qh0003,ch000023,0.9288207642735178,3,embedding_department_bonus,0.0
qh0003,ch000024,0.9280156061945352,4,embedding_department_bonus,0.0
qh0003,ch000025,0.9279462842776998,5,embedding_department_bonus,0.0
qh0003,ch000026,0.9273813835950124,6,embedding_department_bonus,0.0
qh0003,ch000027,0.9273111477273206,7,embedding_department_bonus,0.0
qh0003,ch000028,0.9272725324547519,8,embedding_department_bonus,0.0
qh0003,ch000029,0.890078928478897,9,embedding_department_bonus,0.0
qh0003,ch000030,0.8436214343224016,10,embedding_department_bonus,0.0
qh0004,ch000031,0.9927496851220237,1,embedding_department_bonus,0.0
qh0004,ch000032,0.8807075081957498,2,embedding_department_bonus,0.0
qh0004,ch000033,0.8805088893180198,3,embedding_department_bonus,0.0
qh0004,ch000034,0.8766675164637483,4,embedding_department_bonus,0.0
qh0004,ch000035,0.8729694463467119,5,embedding_department_bonus,0.0
qh0004,ch000036,0.8669361690272133,6,embedding_department_bonus,0.0
qh0004,ch000037,0.8616589634059275,7,embedding_department_bonus,0.0
qh0004,ch000038,0.8587639518333743,8,embedding_department_bonus,0.0
qh0004,ch000039,0.7023128664995171,9,embedding_department_bonus,0.0
qh0004,ch000040,0.6827246564664952,10,embedding_department_bonus,0.0
qh0005,ch000041,0.9079673500479224,1,embedding_department_bonus,0.0
qh0005,ch000042,0.8769018420930369,2,embedding_department_bonus,0.0
qh0005,ch000043,0.8707773834165307,3,embedding_department_bonus,0.0
qh0005,ch000044,0.8630044996141851,4,embedding_department_bonus,0.0
qh0005,ch000045,0.8531434255010781,5,embedding_department_bonus,0.0
qh0005,ch000046,0.8520019431810679,6,embedding_department_bonus,0.0
qh0005,ch000047,0.8486582727911497,7,embedding_department_bonus,0.0
qh0005,ch000048,0.8429790326674848,8,embedding_department_bonus,0.0
qh0005,ch000049,0.7155436704092355,9,embedding_department_bonus,0.0
qh0005,ch000050,0.6143855270220657,10,embedding_department_bonus,0.0
qh0006,ch000051,0.9630481890394762,1,embedding_department_bonus,0.0
qh0006,ch000052,0.9569905987841553,2,embedding_department_bonus,0.0
qh0006,ch000053,0.925270618645649,3,embedding_department_bonus,0.0
qh0006,ch000054,0.9251647701233163,4,embedding_department_bonus,0.0
qh0006,ch000055,0.9248048447133924,5,embedding_department_bonus,0.0
qh0006,ch000056,0.9104523973800812,6,embedding_department_bonus,0.0
qh0006,ch000057,0.9092167619062624,7,embedding_department_bonus,0.0
qh0006,ch000058,0.909108165923786,8,embedding_department_bonus,0.0
qh0006,ch000059,0.6368403636055534,9,embedding_department_bonus,0.0
qh0006,ch000060,0.6144390697309942,10,embedding_department_bonus,0.0
qh0007,ch000061,0.9099964257772303,1,embedding_department_bonus,0.0
qh0007,ch000062,0.8781600966553771,2,embedding_department_bonus,0.0
qh0007,ch000063,0.8735658928938455,3,embedding_department_bonus,0.0
qh0007,ch000064,0.871887594451014,4,embedding_department_bonus,0.0
qh0007,ch000065,0.8672160037869103,5,embedding_department_bonus,0.0
qh0007,ch000066,0.8666882426509441,6,embedding_department_bonus,0.0
qh0007,ch000067,0.865973931979667,7,embedding_department_bonus,0.0
qh0007,ch000068,0.8589101858007238,8,embedding_department_bonus,0.0
qh0007,ch000070,0.6797028519162117,9,embedding_department_bonus,0.0
qh0007,ch000069,0.6547521123353797,10,embedding_department_bonus,0.0
qh0008,ch000071,0.901671222710221,1,embedding_department_bonus,0.0
qh0008,ch000072,0.8550354420889136,2,embedding_department_bonus,0.0
qh0008,ch000074,0.8516087565318444,3,embedding_department_bonus,0.0
qh0008,ch000075,0.8475513742866998,4,embedding_department_bonus,0.0
qh0008,ch000077,0.8463307131373441,5,embedding_department_bonus,0.0
qh0008,ch000073,0.802741220561296,6,embedding_department_bonus,0.0
qh0008,ch000076,0.7971968689534004,7,embedding_department_bonus,0.0
qh0008,ch000078,0.7961190833879912,8,embedding_department_bonus,0.0
qh0008,ch000080,0.7694385233405792,9,embedding_department_bonus,0.0
qh0008,ch000079,0.7272168812512642,10,embedding_department_bonus,0.0
qh0009,ch000081,0.9520022348668868,1,embedding_department_bonus,0.0
qh0009,ch000082,0.940631454030976,2,embedding_department_bonus,0.0
qh0009,ch000083,0.9268636889310823,3,embedding_department_bonus,0.0
qh0009,ch000084,0.9169702873433164,4,embedding_department_bonus,0.0
qh0009,ch000085,0.9054575890961187,5,embedding_department_bonus,0.0
qh0009,ch000086,0.9034703097325887,6,embedding_department_bonus,0.0
qh0009,ch000087,0.9004340137879507,7,embedding_department_bonus,0.0
qh0009,ch000088,0.8956680522259209,8,embedding_department_bonus,0.0
qh0009,ch000090,0.7203226738910202,9,embedding_department_bonus,0.0
qh0009,ch000089,0.6860555759865278,10,embedding_department_bonus,0.0
qh0010,ch000091,0.962624651488284,1,embedding_department_bonus,0.0
qh0010,ch000092,0.9563157538101816,2,embedding_department_bonus,0.0
qh0010,ch000093,0.9402049166556179,3,embedding_department_bonus,0.0
qh0010,ch000094,0.9329195472683751,4,embedding_department_bonus,0.0
qh0010,ch000095,0.9234721358964183,5,embedding_department_bonus,0.0
qh0010,ch000096,0.9173812785124515,6,embedding_department_bonus,0.0
qh0010,ch000097,0.9160467681283008,7,embedding_department_bonus,0.0
qh0010,ch000098,0.914712283370502,8,embedding_department_bonus,0.0
qh0010,ch000099,0.8593141301940492,9,embedding_department_bonus,0.0
qh0010,ch000100,0.8057709347934505,10,embedding_department_bonus,0.0
qh0011,ch000101,0.9591032343751095,1,embedding_department_bonus,0.0
qh0011,ch000102,0.9490052181359545,2,embedding_department_bonus,0.0
qh0011,ch000103,0.9415225825813011,3,embedding_department_bonus,0.0
qh0011,ch000104,0.9346617620789219,4,embedding_department_bonus,0.0
qh0011,ch000105,0.9282519381593586,5,embedding_department_bonus,0.0
qh0011,ch000106,0.9190450014653203,6,embedding_department_bonus,0.0
qh0011,ch000107,0.9162204767305491,7,embedding_department_bonus,0.0
qh0011,ch000108,0.9110634851530619,8,embedding_department_bonus,0.0
qh0011,ch000109,0.728969497850035,9,embedding_department_bonus,0.0
qh0011,ch000110,0.7039862255038383,10,embedding_department_bonus,0.0
qh0012,ch000111,0.9376473115684917,1,embedding_department_bonus,0.0
qh0012,ch000112,0.8687096650254313,2,embedding_department_bonus,0.0
qh0012,ch000113,0.8502089844396332,3,embedding_department_bonus,0.0
qh0012,ch000114,0.8391161545871131,4,embedding_department_bonus,0.0
qh0012,ch000115,0.8365930165113086,5,embedding_department_bonus,0.0
qh0012,ch000116,0.8346391892804321,6,embedding_department_bonus,0.0
qh0012,ch000117,0.8274826525220361,7,embedding_department_bonus,0.0
qh0012,ch000118,0.7714201060488977,8,embedding_department_bonus,0.0
qh0012,ch000119,0.7074103766063429,9,embedding_department_bonus,0.0
qh0012,ch000120,0.6960575235842775,10,embedding_department_bonus,0.0
qh0013,ch000121,0.9599205479069552,1,embedding_department_bonus,0.0
qh0013,ch000122,0.9537813341724513,2,embedding_department_bonus,0.0
